name,chains,category,total24h,total7d,total30d,change_1d,change_7d,change_1m
MorFi,['Morph'],Dexs,66.0,481.0,142607.0,43.48,-27.47,-99.62
Axial,['Avalanche'],Dexs,65.0,731.0,4117.0,30.0,261.11,6.56
Aequinox,['BSC'],Dexs,63.0,867.0,3598.0,53.66,-59.35,-45.22
SilverSwap,['Sonic'],Dexs,61.0,495.0,2681.0,154.17,-48.31,17.31
Tempo Fee AMM,['Tempo'],Dexs,60.0,477.0,1952.0,-4.76,-14.29,-35.48
Swapsicle V2,"['Mantle', 'Telos', 'Taiko']",Dexs,60.0,230.0,1247.0,361.54,130.77,-11.76
Levinswap,['Gnosis'],Dexs,57.0,1599.0,1769.0,-48.65,,-73.36
HumanFi,['World Chain'],DEX Aggregator,57.0,537.0,824.0,-43.56,280.0,375.0
Huckleberry AMM,"['Moonriver', 'CLV']",Dexs,56.0,818.0,14608.0,,-41.67,-87.64
VanillaSwap V2,['DeFiChain EVM'],Dexs,55.0,4150.0,11503.0,-31.25,-87.61,-93.13
Koi Finance CL,['ZKsync Era'],Dexs,54.0,742.0,5117.0,-84.12,-25.0,-70.49
ProtoFi,['Fantom'],Dexs,53.0,699.0,10935.0,-44.79,-77.54,60.61
Morpheus Swap,['Fantom'],Dexs,49.0,589.0,10356.0,-33.78,-82.75,308.33
Complus Network,"['BSC', 'Avalanche', 'Polygon', 'Heco']",Dexs,48.0,440.0,1731.0,37.14,-46.67,-28.36
Fenix Standard Pools,['Blast'],Dexs,46.0,931.0,3549.0,-2.13,-81.75,12.2
Baryon Network,"['Ancient8', 'BSC', 'KUB']",Dexs,45.0,215.0,872.0,104.55,150.0,136.84
VaporDex V2,['Avalanche'],Dexs,45.0,1025.0,24351.0,462.5,-97.01,-97.02
Goblins AMM,"['Base', 'BSC', 'smartBCH']",Dexs,44.0,1277.0,5375.0,-20.0,-88.6,-74.27
firefly,['Manta'],Dexs,44.0,592.0,2117.0,-83.33,-31.25,-53.19
Scribe V4,['Scroll'],Dexs,43.0,993.0,5086.0,34.38,-60.55,-91.35
PinkSwap,['BSC'],Dexs,42.0,425.0,1749.0,61.54,-48.78,-40.0
PhotonSwap Finance,['Cronos'],Dexs,41.0,784.0,3376.0,-29.31,-76.84,5.13
ZKBase,['ZKsync Era'],Dexs,40.0,885.0,4260.0,-43.66,-64.6,-62.96
Atmos Studio,['Supra'],Launchpad,36.0,124.0,884.0,89.47,500.0,-44.62
KyotoSwap,['BSC'],Dexs,35.0,2182.0,13157.0,-97.8,-90.79,-96.09
Sphynx,"['BSC', 'Cronos', 'Bitgert']",Dexs,33.0,311.0,1135.0,37.5,-23.26,-34.0
Pangea Swap,['Kaia'],Dexs,32.0,1799.0,9510.0,6.67,-85.45,-91.96
DTX Dex V3,['Taiko'],Dexs,31.0,192.0,979.0,106.67,-42.59,106.67
DerpDEX,"['ZKsync Era', 'Base', 'opBNB']",Dexs,31.0,236.0,1025.0,19.23,14.81,0.0
Hercules V2,['Metis'],Dexs,30.0,335.0,390.0,66.67,,-57.14
Hydradex V3,"['Hydra', 'Hydra Chain']",Dexs,29.0,57.0,30067.0,45.0,,-99.4
MojitoSwap,['KCC'],Dexs,28.0,6223.0,10663.0,-90.18,16.67,7.69
HunnySwap,['Avalanche'],Dexs,28.0,232.0,1974.0,-42.86,-42.86,-44.0
Swap Country,['Harmony'],Dexs,24.0,639.0,11953.0,-51.02,-65.71,-86.74
friend.tech V1,['Base'],SoFi,24.0,679.0,3747.0,-87.69,2300.0,
MantisSwap,"['Polygon', 'Polygon zkEVM', 'Mode']",Dexs,24.0,1280.0,2938.0,,-93.8,
Priority,['MegaETH'],Telegram Bot,24.0,24.0,102043.0,,-11.11,
ICDex,['ICP'],Dexs,23.0,1667.0,8963.0,-94.85,-79.28,-93.65
BitGenie AMM,['Merlin'],Dexs,22.0,2699.0,38025.0,1000.0,-97.05,-99.23
Solidly,['Fantom'],Dexs,22.0,286.0,4327.0,-68.12,-69.01,1000.0
YeiSwap,['Sei'],Dexs,22.0,243.0,1742.0,-84.51,1000.0,
TTswap,['ThunderCore'],Dexs,21.0,151.0,1165.0,320.0,-46.15,-27.59
Meridian Swap,['Telos'],Dexs,21.0,139.0,4432.0,,-88.52,-16.0
SmartDEX,['Polygon'],Dexs,20.0,226.0,983.0,53.85,-25.93,-53.49
AmpleSwap,['BSC'],Dexs,20.0,1544.0,4192.0,-68.75,-68.25,-48.72
Zebra V1,['Scroll'],Dexs,20.0,200.0,743.0,81.82,-39.39,66.67
Tomb Swap,['Fantom'],Dexs,20.0,274.0,2981.0,,-83.74,-50.0
Velocimeter V4,['IOTA EVM'],Dexs,20.0,268.0,1062.0,122.22,-39.39,-31.03
LeonicornSwap,['BSC'],Dexs,19.0,39.0,137.0,850.0,216.67,533.33
Voltage AMM,['Fuse'],Dexs,18.0,309.0,1832.0,-90.67,-74.65,500.0
Macaron AMM,['Bitlayer'],Dexs,17.0,219.0,1642.0,-80.68,466.67,-41.38
Sudoswap V2,"['Ethereum', 'Arbitrum', 'Base']",NFT Marketplace,16.0,263.0,4728.0,,-71.93,
Saros DLMM,['Solana'],Dexs,15.0,10696.0,88143.0,150.0,-99.68,-99.93
Glyph V2,['CORE'],Dexs,15.0,69.0,934.0,150.0,-25.0,-91.23
Durianfun Launchpad,['KUB'],Launchpad,14.0,1410.0,12048.0,-95.09,-87.61,
BeamSwap Classic,['Moonbeam'],Dexs,14.0,925.0,7158.0,133.33,-83.53,-94.44
Mobius Money,['Celo'],Dexs,14.0,1203.0,3706.0,-96.82,16.67,
YieldFields,['BSC'],Dexs,13.0,134.0,1639.0,18.18,-60.61,-23.53
Embr Finance,['Avalanche'],Dexs,13.0,1383.0,10870.0,85.71,-80.88,-92.02
Pandora,['BSC'],Dexs,12.0,139.0,539.0,-7.69,-58.62,-29.41
Gin Finance,['Boba'],Dexs,12.0,128.0,969.0,500.0,300.0,100.0
DAO Swap,['BSC'],Dexs,12.0,130.0,1653.0,-36.84,-67.57,-29.41
Polaris Finance,"['Aurora', 'Telos']",Dexs,11.0,4.0,95.0,1000.0,,
Saddle Finance,"['Ethereum', 'Arbitrum']",Dexs,11.0,33.0,4261.0,450.0,-56.0,-99.86
WhaleSwap,"['BSC', 'Fantom']",Dexs,11.0,88.0,363.0,57.14,-31.25,-38.89
Anome,['BSC'],NFT Marketplace,10.0,45.0,241.0,-54.55,-9.09,0.0
Cube,['Solana'],Dexs,10.0,398.0,777.0,-50.0,11.11,
Apex DeFi,"['Avalanche', 'Base', 'Ethereum']",Dexs,10.0,210.0,971.0,,0.0,-67.74
FusionX V2,['Mantle'],Dexs,10.0,252.0,890.0,-67.74,-28.57,-78.26
Sushi Trident,"['Metis', 'OP Mainnet', 'Polygon', 'BSC', 'Arbitrum', 'Avalanche', 'Bittorrent', 'Kava']",Dexs,9.0,219.0,1001.0,-66.67,-76.92,-75.68
EmpireDEX,"['BSC', 'Polygon', 'Avalanche', 'Gnosis', 'Ethereum', 'Fantom', 'Kava', 'Cronos']",Dexs,9.0,178.0,799.0,-35.71,-78.05,-30.77
VanillaSwap V3,['DeFiChain EVM'],Dexs,8.0,1588.0,6992.0,-55.56,-96.77,-95.0
DiviSwap,['Chiliz'],Dexs,7.0,214.0,538.0,-72.0,,-93.2
SwapMode V3,['Mode'],Dexs,7.0,59.0,197.0,0.0,-22.22,-22.22
EchoDEX V2,['Linea'],Dexs,6.0,261.0,1705.0,-84.21,-89.29,-94.29
Cleopatra Legacy,['Mantle'],Dexs,5.0,106.0,193.0,-61.54,-44.44,-37.5
Archly V2,"['Arbitrum Nova', 'Arbitrum', 'Avalanche', 'Base', 'BSC', 'Cronos', 'Fantom', 'Kava', 'Mantle', 'Metis', 'Neon', 'OP Mainnet', 'Polygon', 'Telos', 'Blast', 'Fraxtal', 'Filecoin', 'Mode', 'Zora', 'ZKsync Era', 'Ethereum', 'Sonic']",Dexs,4.0,17.0,80.0,33.33,300.0,300.0
ArthSwap V3,"['Astar', 'Astar zkEVM']",Dexs,4.0,29.0,134.0,33.33,-42.86,300.0
SupSwap V2,['Mode'],Dexs,4.0,22.0,59.0,100.0,100.0,
Cypher V2,['Ethereum'],Dexs,3.0,26.0,295.0,200.0,0.0,
Solarflare,['Moonbeam'],Dexs,3.0,261.0,2235.0,-66.67,-91.89,-91.67
BeamSwap V3,['Moonbeam'],Dexs,3.0,152.0,897.0,200.0,-91.89,-78.57
MM Finance Arbitrum,['Arbitrum'],Dexs,3.0,40.0,210.0,0.0,-70.0,-72.73
CobaltX,"['Soon Network', 'soonBase', 'svmBNB']",Dexs,2.0,153.0,432.0,,,
Yoshi Exchange,"['Fantom', 'BSC', 'Ethereum']",Dexs,2.0,33.0,136.0,0.0,-50.0,-50.0
ChampagneSwap,['BSC'],Dexs,2.0,18.0,84.0,100.0,-60.0,-50.0
Nuri Legacy,['Scroll'],Dexs,2.0,44.0,215.0,100.0,,-77.78
Canary,['Avalanche'],Dexs,2.0,25.0,29.0,100.0,,-85.71
boop.fun,['Solana'],Launchpad,1.0,43.0,482.0,,,
Molten V3,['CORE'],Dexs,1.0,1.0,3.0,,0.0,
TangleSwap,['ShimmerEVM'],Dexs,1.0,1.0,16.0,,,
Defi Kingdoms,['Harmony'],Dexs,1.0,33.0,1380.0,,,-99.46
Fenix Concentrated Liquidity,['Blast'],Dexs,1.0,1.0,1.0,,,
Kinetix AMM V3,"['Kava', 'Base']",Dexs,1.0,1.0,5.0,,,
Blasterswap V3,['Blast'],Dexs,1.0,5.0,1257.0,,-99.26,-94.12
Phygitals,['Solana'],Physical TCG,1.0,8.0,15.0,0.0,0.0,
MDEX,"['BSC', 'Heco', 'Bittorrent']",Dexs,1.0,12.0,60776.0,0.0,-50.0,-99.98
Virtus Protocol AMM,['Base'],Dexs,0.0,0.0,0.0,,,
VoltSwap V2,['Meter'],Dexs,0.0,2661.0,6867.0,-100.0,,
dexSWAP,['Arbitrum'],Dexs,0.0,0.0,1.0,,,
Sobal,"['Neon', 'Base']",Dexs,0.0,30.0,49.0,,,
FusionX V3,['Mantle'],Dexs,0.0,0.0,0.0,,,
ViperSwap,['Harmony'],Dexs,0.0,0.0,114.0,,,-100.0
Durianfun AMM,['KUB'],Dexs,0.0,0.0,0.0,,,
Lotto Run,['Aptos'],Yield Lottery,0.0,0.0,0.0,,,
BCSwap,['BCHyper'],Dexs,0.0,0.0,0.0,,,
RamsesX Polygon Legacy,['Polygon'],Dexs,0.0,0.0,0.0,,,
ShapeSwap V2,['Shape'],Dexs,0.0,0.0,0.0,,,
Parity DEX CL,['Monad'],Dexs,0.0,125.0,1343.0,-100.0,-100.0,-100.0
Parity DEX,['Monad'],Dexs,0.0,0.0,0.0,,,
CurrentX V3,['MegaETH'],Dexs,0.0,0.0,0.0,,,
WarpX V3,['MegaETH'],Dexs,0.0,0.0,4733.0,,,-100.0
Ready Card,['Starknet'],Crypto Card Issuer,0.0,0.0,0.0,,,
SecondSwap,"['Ethereum', 'Avalanche']",OTC Marketplace,0.0,0.0,2.0,,,
Megaswap,['MegaETH'],Dexs,0.0,0.0,0.0,,,
HYPERSTITIONS,['Monad'],Prediction Market,0.0,0.0,0.0,,,
Althea DEX,['Althea'],Dexs,0.0,0.0,0.0,,,
CurrentX V2,['MegaETH'],Dexs,0.0,0.0,0.0,,,
WarpX V2,['MegaETH'],Dexs,0.0,0.0,0.0,,,
Tristero Spot,"['Base', 'OP Mainnet', 'Ethereum', 'Avalanche', 'Linea', 'Arbitrum', 'Polygon', 'Unichain', 'Monad', 'Berachain', 'Sonic', 'Mode', 'Scroll', 'Gnosis', 'Ink', 'Abstract', 'Mantle', 'BOB', 'ApeChain', 'Ronin']",Dexs,0.0,9115.0,849054951.0,-100.0,-100.0,-100.0
cytoswap,['HeLa'],Dexs,0.0,1370.0,1385.0,-100.0,,-100.0
Spartacus Exchange,['Fantom'],Dexs,0.0,0.0,0.0,,,
Koyo Finance,['Boba'],Dexs,0.0,10.0,14.0,,,
Degen Express,['Sonic'],Launchpad,0.0,0.0,0.0,,,
Wasabee,['Berachain'],Dexs,0.0,0.0,0.0,,,
Ginseng Swap,['Conflux'],Dexs,0.0,0.0,0.0,,,
Tea-Fi,"['Ethereum', 'Polygon']",Yield,0.0,0.0,0.0,,,
Ape Jupiter,['Solana'],Launchpad,0.0,0.0,0.0,,,
SparkDEX V2,['Flare'],Dexs,0.0,69.0,1082.0,-100.0,-100.0,-100.0
IcecreamSwap V3,['CORE'],Dexs,0.0,0.0,0.0,,,
Napier,"['Avalanche', 'Fraxtal', 'Plume Mainnet', 'Base', 'Sonic', 'Hyperliquid L1', 'Polygon', 'Arbitrum', 'Ethereum', 'BSC', 'Mantle', 'OP Mainnet']",Yield,0.0,0.0,0.0,,,
SpaceWhale,['Arbitrum'],Derivatives,0.0,0.0,184.0,,,
Trado Spot,['Flow'],Dexs,0.0,0.0,0.0,,,
NOXA,['Abstract'],Dexs,0.0,0.0,0.0,,,
Bunni V2,"['Ethereum', 'Arbitrum', 'Base', 'Unichain', 'BSC']",Dexs,0.0,0.0,0.0,,,
Mondrian Swap,['Abstract'],Dexs,0.0,0.0,0.0,,,
Acala Swap,['Acala'],Dexs,0.0,0.0,1526.0,,,
AuraSwap,['Polygon'],Dexs,0.0,0.0,0.0,,,
Surfswap Classic,['Kava'],Dexs,0.0,0.0,0.0,,,
Moai V2,['XRPL EVM'],Dexs,0.0,0.0,0.0,,,
MM Stableswap Polygon,['Polygon'],Dexs,0.0,2.0,20.0,,,
Canto Dex,['Canto'],Dexs,0.0,543.0,1439.0,,,
XTrade,['X Layer'],Dexs,0.0,0.0,0.0,,,
Saturn Swap,['Cardano'],Dexs,0.0,22196.0,22196.0,,,
TanukiX,['Taiko'],Dexs,0.0,0.0,0.0,,,
Ducata,['Arbitrum'],Yield,0.0,0.0,0.0,,,
Moai V3,['XRPL EVM'],Dexs,0.0,0.0,0.0,,,
AirSwap,"['BSC', 'Ethereum', 'Avalanche', 'Polygon', 'Arbitrum']",DEX Aggregator,0.0,0.0,0.0,,,
MarginX DEX,['FunctionX'],Dexs,0.0,0.0,0.0,,,
Arbitrum Exchange V3,['Arbitrum'],Dexs,0.0,0.0,0.0,,,
Throne V3,['Base'],Dexs,0.0,0.0,0.0,,,
LuigiSwap,['Scroll'],Dexs,0.0,0.0,0.0,,,
0x,"['Ethereum', 'Polygon', 'BSC', 'OP Mainnet', 'Fantom', 'Celo', 'Avalanche', 'Arbitrum', 'Base']",DEX Aggregator,0.0,0.0,0.0,,,
Retro,['Polygon'],Dexs,0.0,0.0,0.0,,,
PYEswap,['BSC'],Dexs,0.0,0.0,0.0,,,
Kinetix AMM V2,"['Base', 'Kava']",Dexs,0.0,0.0,0.0,,,
DackieSwap V2,"['Base', 'OP Mainnet', 'Arbitrum', 'Blast', 'Mode', 'X Layer', 'Linea']",Dexs,0.0,87.0,2299.0,-100.0,-100.0,-100.0
YFX,['Arbitrum'],Derivatives,0.0,0.0,0.0,,,
RamsesX Arbitrum Legacy,['Arbitrum'],Dexs,0.0,0.0,0.0,,,
Orbit Finance,['Solana'],Dexs,0.0,0.0,0.0,,,
Velox DEX,['Base'],Dexs,0.0,0.0,0.0,,,
Neony Exchange Spot,['Neony'],Dexs,0.0,0.0,20.0,,,
PigeonHouse,['Solana'],Launchpad,0.0,0.0,0.0,,,
Hashlock Markets,"['Sui', 'Ethereum']",Dexs,0.0,0.0,0.0,,,
Wasabi Prop AMM,['Base'],Dexs,0.0,0.0,20685864.0,,,-100.0
BXH,"['BSC', 'Ethereum', 'Avalanche']",Dexs,0.0,2.0,8.0,,,
Stable Swap V2,['Stable'],Dexs,0.0,0.0,0.0,,,
FarmCats Market,['Tempo'],NFT Marketplace,0.0,0.0,0.0,,,
Thorchain DEX,['Thorchain'],Dexs,0.0,5569892.0,1246668412.0,,-100.0,-100.0
Holoworld AI,['BSC'],Launchpad,0.0,0.0,0.0,,,
Unicly,['Ethereum'],Dexs,0.0,137.0,665.0,-100.0,-100.0,-100.0
Horiza,['Arbitrum'],Dexs,0.0,546.0,2365.0,-100.0,-100.0,
SquadSwap V3,['BSC'],Dexs,0.0,0.0,0.0,,,
OkieSwap Stableswap,['X Layer'],Dexs,0.0,0.0,0.0,,,
SpinUp Launchpad,['Hyperliquid L1'],Launchpad,0.0,30.0,2253.0,-100.0,,
Standard Protocol Somnia,['Somnia'],Dexs,0.0,0.0,0.0,,,
SummitX Finance,['Camp Network'],Dexs,0.0,0.0,0.0,,,
Mintiq Market,['XRPL EVM'],NFT Marketplace,0.0,0.0,0.0,,,
OkieLaunch,['X Layer'],Launchpad,0.0,0.0,0.0,,,
LineHub V2,['Linea'],Dexs,0.0,0.0,0.0,,,
Orca Wavebreak,['Solana'],Launchpad,0.0,0.0,53.0,,,-100.0
1776.MEME,['Ethereum'],Launchpad,0.0,0.0,0.0,,,
Basin Exchange,"['Ethereum', 'Arbitrum']",Dexs,0.0,2.0,9841.0,,-100.0,-100.0
Viridian Exchange,['CORE'],Dexs,0.0,0.0,0.0,,,
LineHub V3,['Linea'],Dexs,0.0,3.0,13.0,,,
Cropper CLMM,['Solana'],Dexs,0.0,12.0,14.0,,,
Mangrove,"['Blast', 'Arbitrum']",Dexs,0.0,0.0,0.0,,,
WarpGate,['Immutable zkEVM'],Dexs,0.0,0.0,0.0,,,
Arch Swap,['Botanix'],Dexs,0.0,0.0,0.0,,,
NLX Protocol,['CORE'],Derivatives,0.0,0.0,0.0,,,
Keller Finance V3,['Scroll'],Dexs,0.0,0.0,0.0,,,
Keller Finance V2,['Scroll'],Dexs,0.0,0.0,0.0,,,
Loxodrome AMM,['IoTeX'],Dexs,0.0,6.0,26.0,,,
PotatoSwap V2,['X Layer'],Dexs,0.0,0.0,4276670.0,,,-100.0
FeeFree,"['Zora', 'Base', 'Scroll']",Dexs,0.0,0.0,0.0,,,
VoltSwap,['Meter'],Dexs,0.0,338.0,349.0,,,
MerlinSwap,['Merlin'],Dexs,0.0,13308.0,307916.0,,,-100.0
Standard Protocol Mode,['Mode'],Dexs,0.0,0.0,0.0,,,
Voltage V3,['Fuse'],Dexs,0.0,0.0,0.0,,,
Moraswap V3,['Neon'],Dexs,0.0,0.0,0.0,,,
Nostra Pools,['Starknet'],Dexs,0.0,0.0,1336992.0,,,
Lexer Markets,['Arbitrum'],Derivatives,0.0,0.0,0.0,,,
Omnidrome,['ZetaChain'],Dexs,0.0,0.0,0.0,,,
Elix.fi,['Somnia'],Dexs,0.0,0.0,2691.0,,,
Tetu Swap,['Polygon'],Yield,0.0,0.0,0.0,,,
3xcalibur,['Arbitrum'],Dexs,0.0,61.0,133.0,,-100.0,
OPX Finance,['OP Mainnet'],Derivatives,0.0,0.0,0.0,,,
OpenBook,['Solana'],Dexs,0.0,0.0,0.0,,,
Elys DEX,['Elys'],Dexs,0.0,0.0,605.0,,,-100.0
Verus Market,['Verus'],Dexs,0.0,359769.0,2908390.0,,-100.0,-100.0
Archly V1,['Telos'],Dexs,0.0,0.0,0.0,,,
Omax Swap,['Omax'],Dexs,0.0,57.0,130.0,,-100.0,-100.0
HiveSwap V2,['MAP Protocol'],Dexs,0.0,119.0,119.0,-100.0,,-100.0
ZyberSwap Stableswap,['Arbitrum'],Dexs,0.0,36.0,43.0,-100.0,,
Ashswap,['MultiversX'],Dexs,0.0,0.0,0.0,,,
Subzero ZSwap,['Avalanche'],Dexs,0.0,0.0,0.0,,,
AlienFi,['Arbitrum'],Dexs,0.0,5.0,308.0,,-100.0,
Velocimeter V2,['Canto'],Dexs,0.0,0.0,0.0,,,
VinuNFT,['VinuChain'],NFT Marketplace,0.0,0.0,0.0,,,
Drift AMM,['Solana'],Dexs,0.0,0.0,0.0,,,
Cellana Finance,['Aptos'],Dexs,0.0,0.0,0.0,,,
Secured Finance Lending,"['Arbitrum', 'Ethereum', 'Filecoin']",Lending,0.0,285573.0,3225184.0,-100.0,-100.0,-100.0
Hermes V1,['Metis'],Dexs,0.0,0.0,0.0,,,
Crema Finance,['Solana'],Dexs,0.0,0.0,692.0,,,
PegaSys V2,['Syscoin'],Dexs,0.0,0.0,0.0,,,
WOOFi Swap,"['BSC', 'Avalanche', 'Fantom', 'Polygon', 'Arbitrum', 'OP Mainnet', 'ZKsync Era', 'Polygon zkEVM', 'Linea', 'Base', 'Mantle', 'Sonic', 'Berachain', 'Solana', 'Hyperliquid L1', 'Monad']",Dexs,0.0,4760.0,152683345.0,,,-100.0
ZipSwap,"['OP Mainnet', 'Arbitrum']",Dexs,0.0,9.0,42.0,,-100.0,
Darkness,['Cronos'],Dexs,0.0,4639.0,4892.0,-100.0,-100.0,
SMBSwap V2,['BSC'],Dexs,0.0,0.0,0.0,,,
Pandora Swap,"['BSC', 'Astar']",Dexs,0.0,0.0,0.0,,,
BabyDoge Algebra,['BSC'],Dexs,0.0,203.0,314.0,-100.0,-100.0,
Legion,['Ethereum'],Launchpad,0.0,0.0,0.0,,,
DyorSwap Launchpad,['Plasma'],Launchpad,0.0,0.0,3.0,,,
Punk.Coffee,['BSC'],Prediction Market,0.0,0.0,0.0,,,
HiveSwap V3,['MAP Protocol'],Dexs,0.0,37377.0,39776.0,-100.0,,-100.0
OctoSwap CL,['Monad'],Dexs,0.0,0.0,1136556.0,,,-100.0
AethonSwap,['Monad'],Dexs,0.0,0.0,0.0,,,
Madness Finance,['Monad'],Dexs,0.0,0.0,0.0,,,
Taiko Swap,['Taiko'],Dexs,0.0,0.0,0.0,,,
Swyrl CL,['Monad'],Dexs,0.0,0.0,0.0,,,
Swyrl Legacy,['Monad'],Dexs,0.0,0.0,0.0,,,
Luna.fun,['BSC'],Launchpad,0.0,4056.0,4668.0,,,
PotatoSwap V3,['X Layer'],Dexs,0.0,0.0,254517.0,,,-100.0
Rain,['Arbitrum'],Prediction Market,0.0,463.0,4302.0,,-100.0,-100.0
Kensei,['Katana'],Launchpad,0.0,0.0,26.0,,,
Shroomy Protocol Swap,['Ink'],Dexs,0.0,0.0,0.0,,,
FlowSwap V2,['Flow'],Dexs,0.0,0.0,0.0,,,
swap.coffee,['TON'],DEX Aggregator,0.0,24927.0,153556.0,,-100.0,
GraFun,"['BSC', 'Ethereum']",Launchpad,0.0,0.0,0.0,,,
Demex AMM,['Carbon'],Dexs,0.0,0.0,7792.0,,,-100.0
Primex Finance,"['Polygon', 'Arbitrum', 'Ethereum', 'Base']",Derivatives,0.0,0.0,2.0,,,
CherrySwap,['OKTChain'],Dexs,0.0,0.0,0.0,,,
Chronos V2,['Arbitrum'],Dexs,0.0,0.0,0.0,,,
Velocore V2,['Linea'],Dexs,0.0,0.0,0.0,,,
SoulSwap,['Fantom'],Dexs,0.0,26.0,203.0,-100.0,-100.0,-100.0
CarbonSwap,['EnergyWeb'],Dexs,0.0,464.0,12538.0,,,
TideSwap DEX,['Ink'],Dexs,0.0,0.0,0.0,,,
evently,['MegaETH'],Prediction Market,0.0,0.0,0.0,,,
OctoSwap Classic,['Monad'],Dexs,0.0,0.0,642.0,,,-100.0
ChimpX AI DEX,['Linea'],Dexs,0.0,23.0,79.0,,,
Sushi Aptos,['Aptos'],Dexs,0.0,0.0,7739.0,,,
JIBSWAP,['JBC'],Dexs,0.0,0.0,0.0,,,
PlunderSwap V2,['Zilliqa'],Dexs,0.0,0.0,0.0,,,
CrescentSwap,['Arbitrum'],Dexs,0.0,0.0,0.0,,,
Voodoo Trade Base,['Base'],Derivatives,0.0,0.0,0.0,,,
Xena Finance,['Base'],Derivatives,0.0,0.0,0.0,,,
Monocerus,"['Avalanche', 'Manta']",Dexs,0.0,0.0,0.0,,,
FastJPEG,['Base'],Launchpad,0.0,0.0,0.0,,,
Mosaic AMM,['Movement'],Dexs,0.0,2148.0,13710.0,,-100.0,-100.0
PepeTeam DEX,['Waves'],Dexs,0.0,0.0,0.0,,,
Sonicxswap,['Sonic'],Dexs,0.0,0.0,0.0,,,
Razor DEX,['Movement'],Dexs,0.0,0.0,0.0,,,
Copump,"['Soneium', 'Sonic', 'Scroll', 'Linea', 'Sophon', 'Celo', 'CORE', 'Taiko', 'Morph']",Launchpad,0.0,0.0,0.0,,,
ABcDeFX,"['Kava', 'KCC', 'Fantom']",Dexs,0.0,0.0,0.0,,,
Amigo,['Abstract'],SoFi,0.0,127.0,3802.0,-100.0,,-100.0
Clipper,"['OP Mainnet', 'Ethereum', 'Polygon', 'Moonbeam', 'Arbitrum', 'Polygon zkEVM', 'Base', 'Mantle']",Dexs,0.0,0.0,256.0,,,
CryptoSwap,['BSC'],Dexs,0.0,0.0,0.0,,,
SquadSwap V2,['BSC'],Dexs,0.0,49.0,289.0,-100.0,-100.0,-100.0
Volta Markets,['CORE'],Derivatives,0.0,0.0,0.0,,,
SMARDEX USDN,['Ethereum'],Basis Trading,0.0,268019.0,5207568.0,,,
BenSwap,"['smartBCH', 'BSC']",Dexs,0.0,0.0,0.0,,,
Hummus AMM,['Metis'],Dexs,0.0,0.0,0.0,,,
Oxium,['Sei'],Dexs,0.0,0.0,442.0,,,
WingSwap,['Fantom'],Dexs,0.0,0.0,0.0,,,
MistSwap,['smartBCH'],Dexs,0.0,0.0,0.0,,,
Cables Finance,"['Arbitrum', 'Avalanche']",Dexs,0.0,0.0,0.0,,,
SatoshiCoreSwap,['CORE'],Dexs,0.0,0.0,0.0,,,
KYEX,['ZetaChain'],Dexs,0.0,0.0,0.0,,,
SuperSwap V2,['OP Mainnet'],Dexs,0.0,0.0,0.0,,,
SuperSwap V3,['OP Mainnet'],Dexs,0.0,0.0,0.0,,,
Ocelex V1,['Zircuit'],Dexs,0.0,0.0,0.0,,,
Ocelex V2,['Zircuit'],Dexs,0.0,5.0,25.0,,,
Mach,"['Polygon', 'Blast', 'opBNB', 'Scroll', 'Ethereum', 'BSC', 'Arbitrum', 'Mode', 'Mantle', 'Avalanche', 'Base', 'OP Mainnet', 'Celo']",DEX Aggregator,0.0,0.0,0.0,,,
Hydrometer Finance,['Base'],Dexs,0.0,0.0,0.0,,,
Emojicoin.fun,['Aptos'],Launchpad,0.0,141.0,4000.0,-100.0,,
Holdstation Swap,"['ZKsync Era', 'Berachain']",Dexs,0.0,57.0,625.0,-100.0,,
Sonic Market OrderBook,['Sonic'],Dexs,0.0,0.0,0.0,,,
Lif3 Swap,['Tombchain'],Dexs,0.0,0.0,0.0,,,
Swaap Maker V1,['Polygon'],Dexs,0.0,20.0,45.0,,,
KyberSwap Classic,"['Ethereum', 'Polygon', 'BSC', 'Avalanche', 'Fantom', 'Cronos', 'Arbitrum', 'Aurora', 'OP Mainnet', 'ZKsync Era', 'Linea', 'Scroll']",Dexs,,,,,,
Shell Protocol,['Arbitrum'],Dexs,,,,,,
Serum,['Solana'],Dexs,,,,,,
IDEX Classic,"['BSC', 'Ethereum', 'Polygon']",Dexs,,,,,,
Energiswap,['Energi'],Dexs,,,,,,
ZilSwap,['Zilliqa'],Dexs,,,,,,
DFX V2,"['Ethereum', 'Polygon']",Dexs,,,,,,
MakiSwap,['Heco'],Dexs,,,,,,
PaintSwap on Fantom,"['Fantom', 'Sonic']",Dexs,,,,,,
KuSwap,['KCC'],Dexs,,,,,,
Plenty,['Tezos'],Dexs,,,,,,
Terraswap,['Terra Classic'],Dexs,,,,,,
QuipuSwap V1,['Tezos'],Dexs,,,,,,
Symmetric,"['Gnosis', 'Telos', 'Celo']",Dexs,,,,,,
UniFi,"['OntologyEVM', 'Icon', 'Harmony', 'Bittorrent', 'BSC', 'IoTeX', 'Ethereum', 'Avalanche', 'Polygon', 'Tron']",Dexs,,,,,,
JSwap,['OKTChain'],Dexs,,,,,,
Chainge Finance,['Fusion'],Dexs,,,,,,
Kaidex,['Kardia'],Dexs,,,,,,
Polkaswap,['Sora'],Dexs,,,,,,
